College Code,College Name,Branch,Category,Rank,Round
E187,"CMR University, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,91275,1
E187,"CMR University, Bengaluru",Computer Science & Technology (CN),GM,28750,1
E187,"CMR University, Bengaluru",Computer Science & Technology (CN),GM,75437,3
E187,"CMR University, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,32357,1
E187,"CMR University, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,102267,1
E187,"CMR University, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,69337,4
E187,"CMR University, Bengaluru",Electronics & Communicati on Engineering (EC),GM,66541,3
E187,"CMR University, Bengaluru",Information Technology (INT),GM,34198,1
E187,"CMR University, Bengaluru",Information Technology (INT),GM,98024,3
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,54595,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,105955,3
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,78588,4
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (CS),GM,50482,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (CS),GM,104072,3
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (CS),GM,77553,4
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (CS),KKR,77003,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,39694,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,100037,3
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,49079,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,105165,3
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,68675,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Mechanical Engineering (ME),GM,102448,1
E161,"Cambridge Institute of Technology North Campus, Bengaluru",Mechanical Engineering (ME),GM,21531,3
E033,"Cambridge Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,33011,1
E033,"Cambridge Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,59221,3
E033,"Cambridge Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,111359,4
E033,"Cambridge Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,76271,1
E033,"Cambridge Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,96946,2
E033,"Cambridge Institute of Technology, Bengaluru",Civil Engineering (CV),GM,107929,1
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,32250,1
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,58952,3
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,110484,4
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,111009,1
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,106519,2
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,32745,1
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,58396,3
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,85816,4
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,84302,1
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,76918,2
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,34554,1
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,63549,3
E033,"Cambridge Institute of Technology, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,93618,4
E033,"Cambridge Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,59391,1
E033,"Cambridge Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,98440,3
E033,"Cambridge Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,48249,1
E033,"Cambridge Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,60420,1
E033,"Cambridge Institute of Technology, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,88739,4
E033,"Cambridge Institute of Technology, Bengaluru",Electronics & Communicati on Engineering (EC),GM,111194,3
E033,"Cambridge Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,78058,1
E033,"Cambridge Institute of Technology, Bengaluru",Mechanical Engineering (ME),GM,82604,3
E215,"Cauvery College of Engineering, Mysuru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,105087,1
E215,"Cauvery College of Engineering, Mysuru",Computer Science & Engineering (CS),GM,87921,1
E215,"Cauvery College of Engineering, Mysuru",Computer Science & Engineering (Cyber Security) (CY),GM,63634,1
E206,"Cauvery Institute Of Technology, Mandya",Computer Science & Engineering (CS),GM,109687,1
E206,"Cauvery Institute Of Technology, Mandya",Information Science & Engineering (IS),GM,94600,1
E206,"Cauvery Institute Of Technology, Mandya",Mechanical Engineering (ME),GM,36023,1
E036,"Chanakya University, Bengaluru Rural",Civil Construction & Sustain- ability Engineering (CCS),GM,78919,1
E036,"Chanakya University, Bengaluru Rural",Electronics Engineering (VLSI Design & Technology) (VL),GM,106483,1
E036,"Chanakya University, Bengaluru Rural",Electronics Engineering (VLSI Design & Technology) (VL),GM,48972,3
E036,"Chanakya University, Bengaluru Rural",Mechanical & Aerospace Engineering (MAE),GM,58735,1
E036,"Chanakya University, Bengaluru Rural",Mechanical & Aerospace Engineering (MAE),GM,61373,3
E035,"Channabasaveshwara Institute of Technology, Tumakuru",Artificial Intelligence & Data Science (AD),GM,106098,1
E035,"Channabasaveshwara Institute of Technology, Tumakuru",Civil Engineering (CV),GM,101700,1
E035,"Channabasaveshwara Institute of Technology, Tumakuru",Computer Science & Engineering (CS),GM,108040,1
E035,"Channabasaveshwara Institute of Technology, Tumakuru",Computer Science & Engineering (CS),GM,88016,3
E035,"Channabasaveshwara Institute of Technology, Tumakuru",Electronics & Comm- unication Engineering (EC),GM,91875,1
E037,"City Engineering College, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,110482,1
E037,"City Engineering College, Bengaluru",Computer Science & Engineering (CS),GM,109524,1
E037,"City Engineering College, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,100851,3
E037,"City Engineering College, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,96817,1
E037,"City Engineering College, Bengaluru",Mechanical Engineering (ME),GM,87100,1
E038,"Coorg Institute of Technology, South Kodagu",Artificial Intelligence & Data Science (AD),GM,110685,1
E038,"Coorg Institute of Technology, South Kodagu",Artificial Intelligence & Machine Learning (AI),GM,101886,1
E038,"Coorg Institute of Technology, South Kodagu",Computer Science & Engineering (CS),GM,106864,1
E038,"Coorg Institute of Technology, South Kodagu",Computer Science & Engineering (CS),GM,63276,3
E038,"Coorg Institute of Technology, South Kodagu",Computer Science & Engineering (Cyber Security) (CY),GM,90149,1
E038,"Coorg Institute of Technology, South Kodagu",Electronics & Comm- unication Engineering (EC),GM,92784,1
E038,"Coorg Institute of Technology, South Kodagu",Mechanical Engineering (ME),GM,82980,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,70477,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Artificial Intelligence & Data Science (AD),GM,102657,3
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,65473,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,107604,3
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,71736,4
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),KKR,97034,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,65174,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,111427,3
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,78693,4
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,80333,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,33031,3
E041,"DON BOSCO Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,81888,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Electrical & Electronics Engineering (EE),GM,32466,3
E041,"DON BOSCO Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,70362,1
E041,"DON BOSCO Institute of Technology, Bengaluru",Electronics & Communicati on Engineering (EC),GM,81250,3
E041,"DON BOSCO Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,85455,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,17753,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,34054,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),GM,54107,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),KKR,28557,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Artificial Intelligence & Machine Learning) (CI),KKR,69830,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (CS),GM,19262,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (CS),GM,35187,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (CS),GM,58956,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (CS),KKR,37238,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (CS),KKR,65823,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,20349,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,37819,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,73943,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),KKR,47011,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),KKR,73702,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,20304,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,37213,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,68369,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,41231,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,73575,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,22765,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,39604,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,86367,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),KKR,49662,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),KKR,76449,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,25383,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,48327,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,108621,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Electronics & Communicati on Engineering (EC),GM,46875,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Electronics & Communication Engineering (EC),KKR,96589,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Information Science & Engineering (IS),GM,26132,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Information Science & Engineering (IS),GM,44072,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Information Science & Engineering (IS),GM,94611,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Information Science & Engineering (IS),KKR,62734,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Information Science & Engineering (IS),KKR,79199,2
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Mechanical Engineering (ME),GM,37624,1
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Mechanical Engineering (ME),GM,57162,3
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Mechanical Engineering (ME),GM,91599,4
E039,"Dayananda Sagar Academy of Technology and Management, Bengaluru",Mechanical Engineering (ME),KKR,107055,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Aeronautical Engineering (AE),GM,11582,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Aeronautical Engineering (AE),GM,21325,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Aeronautical Engineering (AE),GM,37450,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Aeronautical Engineering (AE),KKR,56849,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Aeronautical Engineering (AE),KKR,59439,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,4299,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,6201,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,9622,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,15323,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,19685,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Automobile Engineering (AU),GM,18227,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Automobile Engineering (AU),GM,37797,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Automobile Engineering (AU),GM,63821,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Automobile Engineering (AU),KKR,76203,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Bio- technology (BT),GM,24672,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Bio- technology (BT),GM,44710,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Bio- technology (BT),GM,81432,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Bio- technology (BT),KKR,73759,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Chemical Engineering (CH),GM,18853,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Chemical Engineering (CH),GM,38499,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Chemical Engineering (CH),GM,53019,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Chemical Engineering (CH),KKR,79665,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Civil Engineering (CV),GM,25041,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Civil Engineering (CV),GM,40753,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Civil Engineering (CV),GM,68618,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Civil Engineering (CV),KKR,60328,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Civil Engineering (CV),KKR,84969,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Design (CG),GM,5232,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Design (CG),GM,7492,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Design (CG),GM,11261,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Design (CG),KKR,22630,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Design (CG),KKR,31502,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,3609,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,5479,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,7819,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (CS),KKR,16001,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (CS),KKR,18974,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,4229,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,6442,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),GM,9105,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),KKR,17711,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Cyber Security) (CY),KKR,21259,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,3754,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,5740,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,8322,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,17185,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,20497,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,4535,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,6664,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),GM,10204,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),KKR,25658,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (IC),KKR,25934,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electrical & Electronics Engineering (EE),GM,10695,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electrical & Electronics Engineering (EE),GM,19099,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electrical & Electronics Engineering (EE),GM,36048,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electrical & Electronics Engineering (EE),KKR,47709,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electrical & Electronics Engineering (EE),KKR,49381,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,6712,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,26002,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,17651,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Communicati on Engineering (EC),GM,10951,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Communication Engineering (EC),KKR,28677,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Telecomm- unication Engineering (ET),GM,10958,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Telecomm- unication Engineering (ET),KKR,38041,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Telecommu- nication Engineering (ET),GM,17797,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Telecommu- nication Engineering (ET),GM,30129,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Electronics & Telecommunicati on Engineering (ET),KKR,44678,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Information Science & Engineering (IS),GM,5084,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Information Science & Engineering (IS),GM,7373,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Information Science & Engineering (IS),GM,10627,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Information Science & Engineering (IS),KKR,19685,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Information Science & Engineering (IS),KKR,22788,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Mechanical Engineering (ME),GM,20990,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Mechanical Engineering (ME),GM,34913,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Mechanical Engineering (ME),GM,55934,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Mechanical Engineering (ME),KKR,73726,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Mechanical Engineering (ME),KKR,108484,2
E040,"Dayananda Sagar College of Engineering, Bengaluru",Medical Electronics Engineering (MD),GM,28658,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Medical Electronics Engineering (MD),GM,50220,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Medical Electronics Engineering (MD),GM,71114,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Robotics & Artificial Intelligence (RI),GM,5543,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Robotics & Artificial Intelligence (RI),GM,8006,3
E040,"Dayananda Sagar College of Engineering, Bengaluru",Robotics & Artificial Intelligence (RI),GM,12335,4
E040,"Dayananda Sagar College of Engineering, Bengaluru",Robotics & Artificial Intelligence (RI),KKR,20402,1
E040,"Dayananda Sagar College of Engineering, Bengaluru",Robotics & Artificial Intelligence (RI),KKR,32330,2
E045,"Dr H N National College Of Engineering, Bengaluru",Artificial Intelligence & Data Science (AD),GM,92178,1
E045,"Dr H N National College Of Engineering, Bengaluru",Artificial Intelligence & Data Science (AD),GM,106828,3
E045,"Dr H N National College Of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,85363,1
E045,"Dr H N National College Of Engineering, Bengaluru",Computer Science & Engineering (CS),GM,99127,3
E045,"Dr H N National College Of Engineering, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,104887,1
E045,"Dr H N National College Of Engineering, Bengaluru",Information Science & Engineering (IS),GM,105378,1
E045,"Dr H N National College Of Engineering, Bengaluru",Information Science & Engineering (IS),GM,83887,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Aeronautical Engineering (AE),GM,43902,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Aeronautical Engineering (AE),GM,107317,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Aeronautical Engineering (AE),KKR,59439,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,23862,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,45417,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),GM,84409,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,52860,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Artificial Intelligence & Machine Learning (AI),KKR,57701,2
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Civil Engineering (CV),GM,58085,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Business Systems (CB),GM,30454,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Business Systems (CB),GM,59929,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Business Systems (CB),GM,76077,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Business Systems (CB),KKR,76839,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Business Systems (CB),KKR,93900,2
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,22749,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,42969,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (CS),GM,82800,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,46728,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (CS),KKR,74549,2
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,25701,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,48747,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),GM,110247,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,63566,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Computer Science & Engineering (Data Science) (CD),KKR,79646,2
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),GM,27873,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics & Comm- unication Engineering (EC),KKR,69057,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics & Communica- tion Engineering (EC),GM,84729,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics & Communicati on Engineering (EC),GM,60654,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics and Comm- unication Engineering (VLSI Design & Technology) (ECV),GM,36057,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics and Comm- unication Engineering (VLSI Design & Technology) (ECV),KKR,90825,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics and Communica- tion Engineering ( VLSI Design & Technology) (ECV),GM,82112,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Electronics and Communica- tion Engineering (V LSI Design & Technology) (ECV),GM,70725,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,29882,1
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,60782,3
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Information Science & Engineering (IS),GM,109945,4
E042,"Dr. Ambedkar Institute of Technology, Bengaluru",Information Science & Engineering (IS),KKR,75338,1
